id;customer_id;policy_number;from_fund;from_movement_value;to_fund;to_movement_value;switch_factor;authorised_date
2379;9560;100009560;Gold;5247;EGP AXA10;5247;25;2025-09-05
2380;9593;100009593;Secure;1011;Conservative;1011;75;2025-12-14
2381;9648;100009648;EGX30 ETF;1050;EGX30 ETF;1050;50;2025-07-22
2382;9661;100009661;EGX30 ETF;2971;Sama;2971;50;2025-11-06
2383;9697;100009697;USD Growth Saver;870;Al Safwa;870;75;2025-06-09
2384;9741;100009741;Diversified;792;Secure;792;100;2024-05-31
2385;9764;100009764;Growth;748;Gold;748;50;2025-03-30
2386;9784;100009784;EGP AXA10;3772;Secure;3772;75;2024-07-02
2387;9789;100009789;USD Growth Saver;1752;Sama;1752;25;2024-08-03
2388;9825;100009825;USD AXA9;2863;Growth;2863;50;2024-06-17
2389;9867;100009867;USD AXA9;764;Equities;764;25;2024-09-26
2390;9880;100009880;Growth;698;Al Safwa;698;25;2025-10-24
2391;9894;100009894;Al Safwa;768;USD Growth Saver;768;100;2025-08-01
2392;9900;100009900;Diversified;2753;Dollar Saver;2753;100;2024-02-10
2393;9948;100009948;Gold;3304;Diversified;3304;75;2024-03-08
2394;9987;100009987;EGP AXA10;3185;Secure;3185;100;2025-11-11
2395;10004;100010004;Gold;653;Sama;653;50;2025-03-01
2396;10059;100010059;EGX30 ETF;908;Money Market;908;100;2024-09-10
2397;10087;100010087;Al Safwa;1277;EGP AXA10;1277;100;2025-11-10
2398;10106;100010106;USD Growth Saver;1865;Sama;1865;50;2024-11-18
2399;10149;100010149;USD Growth Saver;2485;Gold;2485;100;2025-04-10
2400;10161;100010161;USD Growth Saver;741;Money Market;741;75;2024-08-25
2401;10165;100010165;Gold;5654;Sama;5654;100;2024-09-18
2402;10172;100010172;USD AXA9;3088;Growth;3088;25;2024-03-31
2403;10173;100010173;Diversified;1610;Money Market;1610;75;2024-07-15
2404;10174;100010174;USD Growth Saver;1774;Sama;1774;100;2025-06-12
2405;10176;100010176;Growth;2817;EGX30 ETF;2817;100;2024-09-14
2406;10212;100010212;USD AXA9;4189;Gold;4189;25;2025-07-26
2407;10231;100010231;EGX30 ETF;200;USD Growth Saver;200;25;2024-11-26
2408;10237;100010237;Al Safwa;4125;Money Market;4125;100;2024-10-25
2409;10275;100010275;USD AXA9;1039;Al Safwa;1039;25;2024-10-20
2410;10278;100010278;Gold;1157;Conservative;1157;75;2024-07-17
2411;10350;100010350;Diversified;1147;USD AXA9;1147;75;2025-02-05
2412;10382;100010382;USD AXA9;2737;Gold;2737;50;2024-09-23
2413;10402;100010402;Al Safwa;1752;Active;1752;25;2024-09-07
2414;10422;100010422;Conservative;2322;EGP AXA10;2322;100;2024-12-29
2415;10481;100010481;Money Market;1198;Equities;1198;25;2025-09-18
2416;10490;100010490;Dollar Saver;1213;Money Market;1213;50;2024-06-07
2417;10543;100010543;Sama;3231;Dollar Saver;3231;50;2025-08-12
2418;10584;100010584;Sama;720;Money Market;720;50;2024-09-16
2419;10586;100010586;Money Market;3023;EGP AXA10;3023;50;2024-02-29
2420;10593;100010593;Money Market;3878;Conservative;3878;25;2025-04-05
2421;10607;100010607;Al Safwa;714;EGX30 ETF;714;100;2024-12-18
2422;10621;100010621;Diversified;2096;Money Market;2096;50;2024-09-21
2423;10635;100010635;EGP AXA10;2684;EGX30 ETF;2684;75;2025-07-20
2424;10644;100010644;Conservative;660;EGX30 ETF;660;75;2025-06-25
2425;10728;100010728;USD Growth Saver;4656;Active;4656;50;2025-08-05
2426;10774;100010774;Money Market;271;USD AXA9;271;50;2025-04-13
2427;10804;100010804;Equities;2220;Gold;2220;25;2025-08-22
2428;10812;100010812;Growth;1168;Money Market;1168;50;2024-08-06
2429;10829;100010829;Conservative;2946;USD AXA9;2946;50;2025-01-17
2430;10844;100010844;EGP AXA10;1256;EGX30 ETF;1256;50;2025-11-06
2431;10857;100010857;USD Growth Saver;1898;Active;1898;25;2024-02-09
2432;10889;100010889;USD Growth Saver;1173;Conservative;1173;25;2025-10-04
2433;10939;100010939;Dollar Saver;3433;Secure;3433;50;2025-07-02
2434;10989;100010989;Secure;574;Conservative;574;50;2024-08-15
2435;10991;100010991;Conservative;229;Dollar Saver;229;25;2024-03-20
2436;11111;100011111;Money Market;2353;Dollar Saver;2353;100;2024-09-26
2437;11139;100011139;Active;2813;Dollar Saver;2813;100;2024-06-22
2438;11158;100011158;Secure;1796;Al Safwa;1796;25;2024-11-02
2439;11171;100011171;EGX30 ETF;1320;Al Safwa;1320;50;2024-03-18
2440;11173;100011173;EGX30 ETF;2905;Active;2905;75;2025-01-31
2441;11181;100011181;Diversified;2251;Diversified;2251;25;2025-09-02
2442;11185;100011185;Dollar Saver;3255;EGP AXA10;3255;50;2024-11-23
2443;11212;100011212;Secure;2868;Diversified;2868;50;2025-09-10
2444;11225;100011225;Dollar Saver;403;Diversified;403;50;2024-09-26
2445;11246;100011246;Conservative;363;USD AXA9;363;75;2025-11-15
2446;11253;100011253;Sama;1147;Dollar Saver;1147;25;2025-06-03
2447;11322;100011322;EGP AXA10;1346;Equities;1346;75;2025-04-02
2448;11350;100011350;Secure;6311;EGP AXA10;6311;75;2024-09-11
2449;11352;100011352;EGX30 ETF;1706;EGX30 ETF;1706;25;2025-06-17
2450;11366;100011366;USD AXA9;3910;Growth;3910;75;2024-07-04
2451;11390;100011390;EGX30 ETF;408;Secure;408;75;2025-05-08
2452;11409;100011409;EGX30 ETF;1209;Active;1209;25;2024-08-08
2453;11414;100011414;Al Safwa;2552;Secure;2552;100;2024-02-05
2454;11517;100011517;EGX30 ETF;1132;Al Safwa;1132;100;2025-05-09
2455;11520;100011520;Equities;960;Money Market;960;75;2025-04-13
2456;11528;100011528;Sama;862;EGX30 ETF;862;75;2024-12-10
2457;11529;100011529;USD AXA9;2315;USD AXA9;2315;100;2024-02-22
2458;11546;100011546;Secure;876;Secure;876;100;2025-10-17
2459;11560;100011560;Equities;3091;Active;3091;25;2025-05-09
2460;11569;100011569;Conservative;2543;Active;2543;75;2024-10-15
2461;11571;100011571;Gold;1003;EGP AXA10;1003;100;2025-11-23
2462;11577;100011577;EGP AXA10;1461;Diversified;1461;100;2025-10-22
2463;12670;100012670;Diversified;3746;Secure;3746;75;2025-01-03
2464;11670;100011670;Equities;514;Growth;514;100;2024-08-15
2465;11709;100011709;Dollar Saver;400;EGX30 ETF;400;100;2025-02-02
2466;11714;100011714;EGP AXA10;5109;USD AXA9;5109;100;2024-04-02
2467;11719;100011719;Sama;1757;USD Growth Saver;1757;75;2024-04-24
2468;11775;100011775;Growth;760;Growth;760;50;2024-04-22
2469;11800;100011800;USD AXA9;1104;USD AXA9;1104;75;2024-03-08
2470;11802;100011802;Secure;2092;Money Market;2092;100;2025-03-23
2471;11838;100011838;Equities;3849;Al Safwa;3849;25;2025-12-03
2472;11847;100011847;Active;2276;Growth;2276;75;2024-08-25
2473;11928;100011928;USD Growth Saver;2406;EGX30 ETF;2406;25;2024-07-05
2474;11937;100011937;USD AXA9;3760;Conservative;3760;75;2025-04-27
2475;11962;100011962;Secure;2060;Al Safwa;2060;25;2024-02-19
2476;12073;100012073;Equities;3478;Gold;3478;75;2024-10-01
2477;12075;100012075;Money Market;713;Active;713;75;2025-01-04
2478;12117;100012117;USD AXA9;621;EGX30 ETF;621;75;2024-08-18
2479;12122;100012122;Gold;998;Al Safwa;998;75;2025-08-24
2480;12138;100012138;Money Market;4614;EGX30 ETF;4614;25;2024-03-12
2481;12202;100012202;Equities;2584;Dollar Saver;2584;75;2024-10-12
2482;12209;100012209;Equities;2542;Al Safwa;2542;75;2025-11-17
2483;12239;100012239;EGP AXA10;441;Equities;441;25;2025-06-07
2484;12243;100012243;Al Safwa;5220;Gold;5220;50;2025-06-14
2485;12245;100012245;Al Safwa;1271;Equities;1271;100;2025-11-21
2486;12281;100012281;USD Growth Saver;1264;USD AXA9;1264;25;2025-03-18
2487;12297;100012297;Conservative;2116;Sama;2116;100;2025-09-06
2488;12304;100012304;Al Safwa;1479;Active;1479;75;2025-04-04
2489;12319;100012319;Active;718;Growth;718;25;2025-10-22
2490;12333;100012333;Money Market;2124;Al Safwa;2124;50;2024-12-19
2491;12364;100012364;EGX30 ETF;1807;Money Market;1807;50;2025-06-21
2492;12375;100012375;Money Market;555;Dollar Saver;555;50;2024-09-06
2493;12427;100012427;EGP AXA10;2825;Equities;2825;50;2024-02-16
2494;12449;100012449;Conservative;1172;Growth;1172;100;2025-05-24
2495;12470;100012470;Equities;1165;Equities;1165;75;2025-07-23
2496;12489;100012489;Gold;2680;EGP AXA10;2680;75;2024-09-08
2497;12501;100012501;Diversified;1483;USD Growth Saver;1483;75;2024-11-08
2498;12589;100012589;Secure;2425;EGX30 ETF;2425;75;2024-10-24
2499;12596;100012596;Growth;7232;Equities;7232;25;2025-06-08
2500;12613;100012613;Al Safwa;3907;EGX30 ETF;3907;25;2024-12-16
2501;12616;100012616;Sama;1743;USD Growth Saver;1743;25;2024-06-11
2502;12757;100012757;USD Growth Saver;539;USD AXA9;539;25;2025-11-17
2503;12617;100012617;Equities;1366;Diversified;1366;50;2024-03-25
2504;12629;100012629;Al Safwa;1737;EGX30 ETF;1737;25;2025-02-06
2505;12631;100012631;Equities;3950;Diversified;3950;50;2024-04-05
2506;12676;100012676;EGX30 ETF;1754;Diversified;1754;50;2024-11-07
2507;12707;100012707;Conservative;3063;Active;3063;50;2025-05-17
2508;12735;100012735;EGP AXA10;2948;Diversified;2948;75;2024-11-15
2509;12891;100012891;EGP AXA10;2004;Money Market;2004;25;2025-08-03
2510;12904;100012904;Secure;3887;USD AXA9;3887;50;2025-07-14
2511;12928;100012928;Diversified;710;USD AXA9;710;75;2025-01-20
2512;12948;100012948;Conservative;731;Active;731;50;2024-11-13
2513;12977;100012977;USD Growth Saver;1706;Equities;1706;75;2024-02-07
2514;13002;100013002;Equities;4898;Active;4898;25;2025-07-20
2515;13009;100013009;Secure;1616;USD AXA9;1616;75;2025-07-20
2516;13028;100013028;Sama;1484;USD Growth Saver;1484;75;2025-07-17
2517;13029;100013029;Conservative;3332;EGP AXA10;3332;75;2025-06-29
2518;13039;100013039;EGP AXA10;719;Money Market;719;50;2024-08-05
2519;13058;100013058;Sama;253;Sama;253;50;2025-12-06
2520;13113;100013113;Secure;3061;Dollar Saver;3061;50;2025-03-11
2521;13140;100013140;Gold;1769;Sama;1769;100;2025-02-08
2522;13149;100013149;Conservative;2558;USD Growth Saver;2558;75;2025-09-03
2523;13179;100013179;Conservative;1486;Active;1486;50;2024-05-25
2524;13182;100013182;Active;1881;Conservative;1881;100;2024-08-23
2525;13186;100013186;Active;3257;Secure;3257;25;2025-09-02
2526;13218;100013218;Sama;824;Growth;824;50;2024-04-20
2527;13221;100013221;EGX30 ETF;415;Growth;415;50;2024-06-13
2528;13246;100013246;Conservative;589;Al Safwa;589;100;2025-10-06
2529;13259;100013259;Growth;4198;Dollar Saver;4198;75;2025-03-06
2530;13261;100013261;Growth;1170;Conservative;1170;75;2024-03-21
2531;13278;100013278;Sama;5023;Sama;5023;25;2024-11-16
2532;13321;100013321;Active;943;Money Market;943;50;2024-02-06
2533;13328;100013328;Growth;642;Secure;642;100;2024-04-18
2534;13391;100013391;Gold;996;Growth;996;50;2025-02-18
2535;13416;100013416;Equities;3741;Active;3741;100;2024-05-21
2536;13499;100013499;Money Market;1900;Growth;1900;75;2025-02-09
2537;13517;100013517;Equities;1185;Conservative;1185;75;2024-08-21
2538;13574;100013574;Equities;1961;Diversified;1961;50;2024-08-23
2539;13597;100013597;EGP AXA10;1235;Equities;1235;100;2024-08-15
2540;13605;100013605;USD AXA9;1517;EGX30 ETF;1517;100;2024-09-01
2541;13629;100013629;USD AXA9;741;Growth;741;25;2024-09-07
2542;13668;100013668;Money Market;190;Sama;190;100;2024-04-26
2543;13673;100013673;Conservative;3549;Secure;3549;50;2025-03-15
2544;13681;100013681;Sama;2506;Active;2506;25;2024-08-21
2545;13690;100013690;Money Market;1436;Gold;1436;100;2025-04-22
2546;13738;100013738;Dollar Saver;1654;Diversified;1654;25;2025-01-30
2547;13760;100013760;USD AXA9;2137;Active;2137;25;2024-11-02
2548;13767;100013767;Equities;1269;Sama;1269;50;2025-10-23
2549;13768;100013768;EGP AXA10;810;Growth;810;75;2024-03-14
2550;13770;100013770;Conservative;157;Dollar Saver;157;100;2024-04-03
2551;13771;100013771;Secure;7398;Equities;7398;50;2025-06-20
2552;13775;100013775;Sama;1176;Sama;1176;100;2025-10-28
2553;13776;100013776;Sama;1702;Money Market;1702;75;2025-06-23
2554;13786;100013786;Secure;464;EGP AXA10;464;100;2024-07-31
2555;13787;100013787;Sama;3078;Secure;3078;50;2025-08-06
2556;13821;100013821;Sama;3987;Growth;3987;100;2025-02-25
2557;13835;100013835;Conservative;1527;Al Safwa;1527;25;2025-07-29
2558;13845;100013845;EGX30 ETF;4676;Dollar Saver;4676;50;2025-02-20
2559;13876;100013876;Secure;1617;USD Growth Saver;1617;50;2025-06-17
2560;13885;100013885;Diversified;2319;Secure;2319;50;2024-12-11
2561;13901;100013901;Diversified;2410;Diversified;2410;50;2025-08-21
2562;13943;100013943;Diversified;894;Diversified;894;100;2025-02-23
2563;13976;100013976;USD AXA9;1083;Diversified;1083;50;2024-08-22
2564;14009;100014009;Growth;2830;Money Market;2830;25;2025-02-07
2565;14024;100014024;Money Market;943;Dollar Saver;943;50;2025-10-17
2566;14040;100014040;Growth;2607;Conservative;2607;75;2024-12-23
2567;14061;100014061;Equities;686;Growth;686;50;2024-07-26
2568;14113;100014113;EGX30 ETF;2982;USD AXA9;2982;100;2024-08-17
2569;14132;100014132;USD Growth Saver;2493;Equities;2493;25;2024-11-16
2570;14138;100014138;Money Market;4926;Sama;4926;100;2024-07-15
2571;14146;100014146;Money Market;603;Dollar Saver;603;75;2025-11-08
2572;14162;100014162;Sama;1602;Sama;1602;100;2024-11-19
2573;14643;100014643;EGX30 ETF;4162;Sama;4162;25;2024-10-20
2574;14189;100014189;EGP AXA10;1221;EGX30 ETF;1221;100;2024-06-06
2575;14207;100014207;Conservative;1468;Al Safwa;1468;50;2024-09-12
2576;14219;100014219;Active;5671;Al Safwa;5671;100;2024-02-26
2577;14223;100014223;Conservative;2598;USD AXA9;2598;25;2025-09-10
2578;14278;100014278;USD Growth Saver;6076;Active;6076;75;2024-04-26
2579;14282;100014282;Dollar Saver;3274;EGP AXA10;3274;75;2024-03-31
2580;14311;100014311;Secure;1872;Gold;1872;50;2025-10-06
2581;14327;100014327;USD Growth Saver;2012;USD Growth Saver;2012;75;2024-09-08
2582;14330;100014330;Conservative;388;Dollar Saver;388;50;2024-06-03
2583;14359;100014359;Sama;2077;Growth;2077;50;2025-06-29
2584;14366;100014366;Equities;1777;USD AXA9;1777;25;2025-12-03
2585;14370;100014370;Money Market;1903;Diversified;1903;50;2025-01-07
2586;14372;100014372;Sama;1328;Secure;1328;75;2024-05-06
2587;14402;100014402;Equities;1239;Al Safwa;1239;75;2024-09-26
2588;14412;100014412;Growth;2833;Growth;2833;50;2025-01-21
2589;14430;100014430;Gold;206;Active;206;100;2025-03-17
2590;14433;100014433;Gold;1474;EGX30 ETF;1474;25;2025-01-12
2591;14442;100014442;Growth;3912;EGX30 ETF;3912;75;2025-02-24
2592;14456;100014456;Money Market;3654;Al Safwa;3654;25;2025-06-13
2593;14479;100014479;Gold;1852;Dollar Saver;1852;25;2025-05-21
2594;14545;100014545;Al Safwa;413;Active;413;50;2024-10-13
2595;14573;100014573;EGX30 ETF;3466;EGX30 ETF;3466;25;2024-10-29
2596;14576;100014576;USD Growth Saver;831;Active;831;50;2024-08-04
2597;14602;100014602;Money Market;3586;Diversified;3586;75;2025-10-15
2598;14638;100014638;Sama;669;EGX30 ETF;669;75;2025-09-03
2599;14640;100014640;Money Market;1895;Active;1895;25;2024-12-02
2600;14675;100014675;Growth;4145;Gold;4145;50;2025-12-23
2601;14703;100014703;Al Safwa;3779;Dollar Saver;3779;75;2025-06-03
2602;14759;100014759;USD Growth Saver;3365;USD AXA9;3365;75;2024-10-30
2603;14779;100014779;Gold;1801;EGX30 ETF;1801;100;2024-11-17
2604;14812;100014812;Diversified;2519;Conservative;2519;50;2024-08-19
2605;14825;100014825;Equities;2989;Secure;2989;50;2025-01-07
2606;14870;100014870;Sama;3493;Money Market;3493;100;2024-04-06
2607;14935;100014935;Active;1847;Gold;1847;75;2024-09-26
2608;15000;100015000;USD AXA9;2231;Al Safwa;2231;50;2025-04-23
2609;15012;100015012;USD AXA9;1175;Diversified;1175;100;2025-06-20
2610;15072;100015072;Secure;788;EGP AXA10;788;25;2024-12-23
2611;15083;100015083;Gold;1112;Conservative;1112;75;2024-03-23
2612;15110;100015110;Equities;261;Secure;261;25;2025-05-25
2613;15148;100015148;EGP AXA10;2464;Active;2464;25;2024-03-31
2614;15197;100015197;Dollar Saver;5676;Sama;5676;75;2024-12-06
2615;15286;100015286;EGX30 ETF;1673;Secure;1673;50;2024-04-25
2616;15341;100015341;Conservative;4715;Diversified;4715;50;2025-08-10
2617;15375;100015375;Dollar Saver;2661;EGX30 ETF;2661;50;2025-01-18
2618;15404;100015404;USD Growth Saver;1289;Al Safwa;1289;25;2025-06-24
2619;15412;100015412;Growth;2051;USD AXA9;2051;75;2024-08-07
2620;15420;100015420;USD AXA9;3088;Secure;3088;100;2025-12-01
2621;15481;100015481;Active;1973;Al Safwa;1973;50;2025-05-12
2622;15497;100015497;USD Growth Saver;352;Sama;352;50;2024-12-27
2623;15506;100015506;Equities;613;Gold;613;25;2024-02-28
2624;15531;100015531;EGP AXA10;1052;Sama;1052;75;2024-09-20
2625;15606;100015606;Al Safwa;1281;Sama;1281;75;2024-12-23
2626;15681;100015681;Equities;1504;Diversified;1504;100;2025-01-23
2627;15687;100015687;Secure;229;USD AXA9;229;75;2024-11-30
2628;15703;100015703;Diversified;3887;Al Safwa;3887;100;2025-10-20
2629;15734;100015734;Gold;1489;USD AXA9;1489;50;2024-04-28
2630;15763;100015763;Money Market;1397;EGX30 ETF;1397;50;2024-07-19
2631;15795;100015795;EGX30 ETF;1333;Money Market;1333;100;2024-12-20
2632;15813;100015813;EGX30 ETF;2581;EGX30 ETF;2581;100;2025-07-05
2633;15850;100015850;Secure;1287;Sama;1287;50;2024-06-05
2634;15859;100015859;EGP AXA10;2067;USD AXA9;2067;75;2025-03-25
2635;15864;100015864;Growth;2810;Gold;2810;100;2025-04-18
2636;15866;100015866;Growth;1300;Diversified;1300;50;2024-07-18
2637;15878;100015878;Conservative;1054;Al Safwa;1054;25;2025-05-24
2638;15884;100015884;Diversified;3361;Al Safwa;3361;25;2024-09-07
2639;15897;100015897;Al Safwa;3994;EGX30 ETF;3994;75;2025-08-25
2640;15899;100015899;Sama;4462;Secure;4462;100;2025-07-07
2641;15959;100015959;Money Market;1707;Growth;1707;25;2025-05-22
2642;15965;100015965;Dollar Saver;161;Active;161;75;2024-07-26
2643;15997;100015997;USD AXA9;253;Growth;253;50;2024-09-15
2644;15998;100015998;Conservative;1810;Diversified;1810;75;2025-01-14
2645;16081;100016081;EGX30 ETF;494;Dollar Saver;494;100;2024-06-02
2646;16092;100016092;Sama;5361;USD Growth Saver;5361;50;2025-10-06
2647;16103;100016103;Growth;2386;Active;2386;100;2025-12-16
2648;16124;100016124;EGP AXA10;660;Sama;660;25;2025-10-22
2649;16136;100016136;USD AXA9;545;Conservative;545;50;2025-06-01
2650;16158;100016158;Active;3218;Active;3218;100;2025-05-27
2651;16160;100016160;EGP AXA10;1092;Gold;1092;50;2025-02-12
2652;16190;100016190;USD AXA9;1485;Active;1485;75;2024-04-02
2653;16204;100016204;Diversified;1663;Sama;1663;75;2024-12-15
2654;16224;100016224;Equities;1812;Sama;1812;75;2025-05-10
2655;16236;100016236;Active;921;EGP AXA10;921;75;2025-11-18
2656;16239;100016239;Growth;2278;Equities;2278;50;2025-12-09
2657;16241;100016241;USD Growth Saver;1785;Conservative;1785;100;2025-04-09
2658;16257;100016257;Equities;837;Active;837;50;2025-02-04
2659;16286;100016286;Gold;2295;Sama;2295;50;2025-01-21
2660;16308;100016308;Equities;2445;Secure;2445;25;2024-07-11
2661;16366;100016366;Secure;801;Money Market;801;50;2025-12-25
2662;16421;100016421;Dollar Saver;2078;USD Growth Saver;2078;25;2024-12-15
2663;16426;100016426;Secure;2949;EGP AXA10;2949;100;2024-09-05
2664;16460;100016460;Gold;438;USD Growth Saver;438;75;2024-05-22
2665;16469;100016469;Sama;945;Al Safwa;945;50;2024-11-09
2666;16477;100016477;EGP AXA10;3173;Active;3173;100;2024-04-19
2667;16486;100016486;Al Safwa;4046;Equities;4046;25;2024-11-23
2668;16504;100016504;Money Market;797;Secure;797;50;2024-08-26
2669;16517;100016517;Al Safwa;1566;Equities;1566;100;2025-03-23
2670;16519;100016519;Conservative;729;Money Market;729;25;2025-01-10
2671;16615;100016615;Sama;5452;Al Safwa;5452;25;2025-05-29
2672;16652;100016652;Active;1254;USD Growth Saver;1254;50;2024-02-01
2673;16653;100016653;USD Growth Saver;2301;Gold;2301;100;2024-03-13
2674;16654;100016654;Diversified;2897;Equities;2897;50;2025-07-21
2675;16710;100016710;USD AXA9;816;Money Market;816;50;2025-08-03
2676;16746;100016746;Money Market;1445;Dollar Saver;1445;25;2024-08-13
2677;16785;100016785;Equities;2360;USD AXA9;2360;100;2024-06-18
2678;16804;100016804;Conservative;1028;Dollar Saver;1028;75;2025-09-26
2679;16814;100016814;Equities;2093;Dollar Saver;2093;25;2025-10-04
2680;16824;100016824;EGX30 ETF;3009;EGX30 ETF;3009;100;2025-02-05
2681;16892;100016892;Secure;2449;Conservative;2449;25;2025-12-24
2682;16908;100016908;Money Market;1054;Gold;1054;25;2025-08-15
2683;17041;100017041;EGP AXA10;3516;Gold;3516;25;2024-06-19
2684;17061;100017061;Dollar Saver;639;Sama;639;75;2024-11-05
2685;17068;100017068;Active;2551;EGP AXA10;2551;50;2024-07-04
2686;17083;100017083;Conservative;3076;Conservative;3076;25;2024-11-07
2687;17105;100017105;Al Safwa;3506;Sama;3506;50;2025-12-12
2688;17110;100017110;EGX30 ETF;1456;Conservative;1456;75;2024-04-14
2689;17115;100017115;Dollar Saver;1755;Growth;1755;50;2025-06-25
2690;17117;100017117;Equities;1457;Equities;1457;100;2025-04-24
2691;17118;100017118;USD AXA9;2268;USD Growth Saver;2268;100;2025-03-09
2692;17141;100017141;Money Market;4004;Gold;4004;50;2025-07-24
2693;17147;100017147;Sama;722;Gold;722;100;2025-11-08
2694;17149;100017149;Diversified;1311;Growth;1311;25;2024-05-11
2695;17176;100017176;Conservative;468;USD Growth Saver;468;100;2024-03-14
2696;17187;100017187;Sama;1723;Conservative;1723;75;2025-05-02
2697;17210;100017210;USD AXA9;3744;Active;3744;75;2024-02-16
2698;17269;100017269;Active;613;Growth;613;100;2024-04-15
2699;17334;100017334;Gold;5242;USD Growth Saver;5242;25;2025-06-04
2700;17339;100017339;Growth;2609;Growth;2609;75;2025-08-27
