id;customer_id;policy_number;alteration;request_date;effective_date
6128;18929;100018929;Decrease Package;2025-02-03;2025-02-14
6129;18929;100018929;Change Payer;2024-08-25;2024-09-06
6130;18935;100018935;Change Payment Method;2024-09-03;2024-09-11
6131;18935;100018935;Decrease ULS Term;2025-04-20;2025-04-25
6132;18935;100018935;Change Personal Information;2024-07-25;2024-08-01
6133;18966;100018966;Change Beneficiaries;2024-04-29;2024-05-08
6134;18966;100018966;Increase Package;2024-12-19;2025-01-05
6135;18966;100018966;Change Payment Method;2025-02-16;2025-03-07
6136;18983;100018983;Policy Ownership Assignment;2024-09-05;2024-09-15
6137;18983;100018983;Change Payer;2024-09-01;2024-09-06
6138;18983;100018983;Unsuspend Premium Collection;2025-12-24;2025-12-30
6139;18985;100018985;Change Index Fixed Value;2024-09-13;2024-09-26
6140;18985;100018985;Decrease Package;2025-10-09;2025-10-16
6141;18985;100018985;Add a benefit;2025-01-20;2025-01-26
6142;19001;100019001;Change Frequency;2025-05-18;2025-06-05
6143;19001;100019001;Resume Payments;2024-02-16;2024-02-27
6144;19001;100019001;Increase Premium Without Sum insured Amount;2024-10-10;2024-10-22
6145;19008;100019008;Change Payment Method;2025-01-11;2025-01-21
6146;19008;100019008;Change Address;2025-01-05;2025-01-11
6147;19008;100019008;Edit Client Source;2025-03-16;2025-03-20
6148;19009;100019009;Change Nominated Child & Term;2025-12-15;2026-01-02
6149;19009;100019009;Increase Premium Without Sum insured Amount;2025-04-05;2025-04-18
6150;19009;100019009;Increase Benefit Sum Insured;2025-12-21;2026-01-02
6151;19017;100019017;Change Frequency;2024-07-01;2024-07-17
6152;19017;100019017;Change Index Type;2025-01-18;2025-02-03
6153;19017;100019017;Change Bank Detail Information;2025-05-13;2025-05-24
6154;19018;100019018;Decline Indexation;2024-08-14;2024-08-14
6155;19018;100019018;Decline Indexation;2025-08-27;2025-09-06
6156;19018;100019018;Change Client Name;2024-03-08;2024-03-14
6157;19019;100019019;Decrease ULS Term;2024-09-26;2024-09-27
6158;19019;100019019;Policy Ownership Assignment;2024-04-30;2024-05-01
6159;19019;100019019;Decrease Package;2024-09-16;2024-09-22
6160;19025;100019025;Change Personal Information;2024-04-19;2024-05-05
6161;19025;100019025;Increase Premium Without Sum insured Amount;2024-09-01;2024-09-02
6162;19025;100019025;Change Spouse Information;2024-05-16;2024-06-04
6163;19063;100019063;Change Payment Method;2024-07-22;2024-07-26
6164;19063;100019063;Change Frequency;2025-05-20;2025-05-22
6165;19063;100019063;Change Bank Detail Information;2024-11-26;2024-11-26
6166;19066;100019066;Remove Indexation;2024-02-09;2024-02-22
6167;19066;100019066;Decrease Benefit Sum Insured;2025-03-13;2025-03-22
6168;19066;100019066;Change Bank Detail Information;2025-04-06;2025-04-24
6169;19098;100019098;Change Bank Detail Information;2025-07-20;2025-08-04
6170;19098;100019098;Extend Term;2024-08-10;2024-08-16
6171;19098;100019098;Reinstate ULS;2025-11-02;2025-11-17
6172;19100;100019100;Decrease Premium;2025-08-05;2025-08-13
6173;19100;100019100;Change Index Fixed Value;2025-05-26;2025-06-13
6174;19100;100019100;Extend Term;2024-11-12;2024-11-16
6175;19145;100019145;Decrease Package;2025-04-02;2025-04-04
6176;19145;100019145;Reinstate ULS Benefits;2024-09-21;2024-09-29
6177;19145;100019145;Edit Client Source;2024-09-09;2024-09-21
6178;19373;100019373;Increase Premium Without Sum insured Amount;2024-09-17;2024-09-17
6179;19373;100019373;Unsuspend Premium Collection;2025-07-14;2025-07-16
6180;19373;100019373;Decrease Premium Without Sum insured Amount;2024-11-23;2024-11-30
6181;19126;100019126;Extend Term;2024-12-25;2025-01-09
6182;19126;100019126;Suspend Premium Collection;2024-08-23;2024-09-06
6183;19126;100019126;Increase ULS Term;2025-11-04;2025-11-18
6184;19131;100019131;Add Indexation;2024-04-15;2024-04-20
6185;19131;100019131;Reinstate ULS;2024-07-01;2024-07-07
6186;19131;100019131;Add Indexation;2024-05-05;2024-05-22
6187;19153;100019153;Change Personal Information;2024-07-10;2024-07-21
6188;19153;100019153;Decrease Premium Without Sum insured Amount;2025-08-29;2025-09-03
6189;19153;100019153;Change Beneficiaries;2024-10-04;2024-10-07
6190;19161;100019161;Increase Package;2024-05-11;2024-05-12
6191;19161;100019161;Change Payment Method;2025-10-10;2025-10-23
6192;19161;100019161;Change Product;2024-11-14;2024-11-28
6193;19165;100019165;Change Nominated Child & Term;2025-02-02;2025-02-21
6194;19165;100019165;Change Personal Information;2024-05-13;2024-05-22
6195;19165;100019165;Change Nominated Child without Term;2024-02-18;2024-03-01
6196;19167;100019167;Change Index Type;2024-02-10;2024-02-28
6197;19167;100019167;Policy Termination Payment;2025-11-10;2025-11-27
6198;19167;100019167;Remove Indexation;2024-09-04;2024-09-20
6199;19171;100019171;Decrease Premium Without Sum insured Amount;2024-06-25;2024-07-12
6200;19171;100019171;Change Payer;2025-05-10;2025-05-23
6201;19171;100019171;Increase Premium Without Sum insured Amount;2024-06-04;2024-06-21
6202;19177;100019177;Resume Payments;2024-05-16;2024-05-24
6203;19177;100019177;Increase Premium;2024-09-10;2024-09-28
6204;19177;100019177;Change Payment Method;2025-11-11;2025-11-20
6205;19202;100019202;Cancel Benefit;2025-07-18;2025-08-02
6206;19202;100019202;Increase Premium;2024-02-07;2024-02-19
6207;19202;100019202;Cancel Benefit;2024-04-15;2024-04-24
6208;19204;100019204;Change Payment Method;2025-03-03;2025-03-11
6209;19204;100019204;Reinstate ULS Benefits;2024-07-04;2024-07-08
6210;19204;100019204;Reinstate ULS;2025-12-21;2026-01-03
6211;19205;100019205;Resume Payments;2024-09-23;2024-10-09
6212;19205;100019205;Increase Benefit Sum Insured;2024-11-16;2024-11-20
6213;19205;100019205;Edit Client Source;2024-07-22;2024-07-29
6214;19230;100019230;Reinstate ULS Benefits;2025-11-20;2025-11-30
6215;19230;100019230;Change Payer;2025-07-31;2025-08-11
6216;19230;100019230;Policy Ownership Assignment;2025-06-23;2025-07-05
6217;19250;100019250;Cancel Benefit;2025-04-09;2025-04-23
6218;19250;100019250;Change Index Fixed Value;2024-04-02;2024-04-08
6219;19250;100019250;Add Indexation;2024-12-08;2024-12-09
6220;19255;100019255;Change Nominated Child & Term;2024-10-16;2024-10-16
6221;19255;100019255;Increase Premium Without Sum insured Amount;2025-05-24;2025-06-06
6222;19255;100019255;Decrease Package;2024-09-18;2024-09-19
6223;19266;100019266;Extend Term;2025-03-16;2025-03-23
6224;19266;100019266;Increase Package;2024-09-25;2024-10-08
6225;19266;100019266;Edit Client Source;2025-09-29;2025-10-16
6226;19290;100019290;Change Bank Detail Information;2024-05-06;2024-05-23
6227;19290;100019290;Cancel Benefit;2024-06-30;2024-07-01
6228;19290;100019290;Change Nominated Child without Term;2024-12-02;2024-12-13
6229;19311;100019311;Increase Package;2024-03-07;2024-03-26
6230;19311;100019311;Change Payment Method;2024-03-03;2024-03-20
6231;19311;100019311;Decrease Premium Without Sum insured Amount;2025-04-30;2025-05-08
6232;22658;100022658;Increase ULS Term;2025-09-29;2025-10-15
6233;22658;100022658;Policy Termination Payment;2024-07-06;2024-07-14
6234;22658;100022658;Extend Term;2025-02-03;2025-02-06
6235;19347;100019347;Change Payer;2024-02-14;2024-03-01
6236;19347;100019347;Change Beneficiaries;2025-08-30;2025-09-11
6237;19347;100019347;Decrease Package;2024-03-01;2024-03-07
6238;19348;100019348;Change Personal Information;2024-12-07;2024-12-12
6239;19348;100019348;Change Nominated Child without Term;2024-10-31;2024-11-18
6240;19348;100019348;Decrease Premium Without Sum insured Amount;2024-06-13;2024-06-24
6241;19350;100019350;Change Nominated Child without Term;2024-05-22;2024-05-26
6242;19350;100019350;Cancel Benefit;2024-10-16;2024-10-27
6243;19350;100019350;Add a benefit;2025-03-15;2025-03-24
6244;19354;100019354;Reinstate ULS;2025-07-07;2025-07-24
6245;19354;100019354;Increase Benefit Sum Insured;2025-07-09;2025-07-20
6246;19354;100019354;Increase Premium Without Sum insured Amount;2024-10-17;2024-10-30
6247;19356;100019356;Change Personal Information;2025-04-17;2025-04-22
6248;19356;100019356;Increase Premium;2024-05-20;2024-05-27
6249;19356;100019356;Decrease Premium Without Sum insured Amount;2024-10-26;2024-11-10
6250;19357;100019357;Premium Cessation;2025-10-10;2025-10-20
6251;19357;100019357;Decline Indexation;2024-09-14;2024-09-29
6252;19357;100019357;Decrease Premium Without Sum insured Amount;2025-07-26;2025-08-07
6253;19372;100019372;Increase Premium Without Sum insured Amount;2024-09-07;2024-09-15
6254;19372;100019372;Change Client Name;2025-08-31;2025-09-04
6255;19372;100019372;Policy Termination Payment;2024-02-20;2024-02-22
6256;19387;100019387;Decrease Premium;2025-12-14;2025-12-24
6257;19387;100019387;Change Frequency;2025-11-01;2025-11-09
6258;19387;100019387;Reinstate ULS Benefits;2024-09-28;2024-09-28
6259;19405;100019405;Decline Indexation;2024-04-25;2024-05-09
6260;19405;100019405;Change Address;2024-11-04;2024-11-17
6261;19405;100019405;Change Address;2024-04-27;2024-05-12
6262;19418;100019418;Change Spouse Information;2024-04-26;2024-05-02
6263;19418;100019418;Extend Term;2025-07-17;2025-07-29
6264;19418;100019418;Add Indexation;2025-09-29;2025-10-05
6265;19421;100019421;Reinstate ULS Benefits;2024-04-08;2024-04-10
6266;19421;100019421;Change Address;2024-09-08;2024-09-09
6267;19421;100019421;Change Index Fixed Value;2025-04-01;2025-04-04
6268;19422;100019422;Change Spouse Information;2025-12-19;2026-01-05
6269;19422;100019422;Decrease Premium;2024-11-09;2024-11-16
6270;19422;100019422;Change Payment Method;2025-08-16;2025-08-21
6271;19425;100019425;Increase Benefit Sum Insured;2024-07-08;2024-07-13
6272;19425;100019425;Increase Benefit Sum Insured;2024-10-24;2024-11-04
6273;19425;100019425;Resume Payments;2025-06-03;2025-06-09
6274;19441;100019441;Add Indexation;2025-01-20;2025-01-29
6275;19441;100019441;Decrease Package;2025-07-21;2025-08-02
6276;19441;100019441;Add a benefit;2024-08-24;2024-08-31
6277;19452;100019452;Policy Termination Payment;2024-04-13;2024-04-27
6278;19452;100019452;Change Spouse Information;2024-02-04;2024-02-09
6279;19452;100019452;Change Personal Information;2025-08-05;2025-08-11
6280;19467;100019467;Increase Package;2025-07-30;2025-08-10
6281;19467;100019467;Change Product;2024-04-15;2024-04-27
6282;19467;100019467;Change Index Fixed Value;2025-01-12;2025-01-28
6283;19518;100019518;Change Nominated Child & Term;2025-05-19;2025-05-20
6284;19518;100019518;Change Nominated Child & Term;2024-12-22;2025-01-08
6285;19518;100019518;Suspend Premium Collection;2024-11-17;2024-11-25
6286;19474;100019474;Remove Indexation;2024-05-18;2024-05-26
6287;19474;100019474;Increase ULS Term;2025-12-05;2025-12-11
6288;19474;100019474;Change Index Fixed Value;2025-10-11;2025-10-24
6289;19502;100019502;Change Payment Method;2025-02-08;2025-02-20
6290;19502;100019502;Add a benefit;2024-04-08;2024-04-16
6291;19502;100019502;Edit Client Source;2025-12-14;2025-12-28
6292;19523;100019523;Change Bank Detail Information;2025-07-14;2025-07-14
6293;19523;100019523;Change Beneficiaries;2025-08-04;2025-08-13
6294;19523;100019523;Suspend Premium Collection;2024-04-29;2024-05-06
6295;19538;100019538;Resume Payments;2025-09-30;2025-10-14
6296;19538;100019538;Change Client Name;2025-02-21;2025-03-01
6297;19538;100019538;Decrease Premium Without Sum insured Amount;2025-07-07;2025-07-16
6298;19542;100019542;Change Bank Detail Information;2025-12-30;2026-01-15
6299;19542;100019542;Decrease Benefit Sum Insured;2025-03-10;2025-03-29
6300;19542;100019542;Resume Payments;2025-09-06;2025-09-13
6301;19553;100019553;Decrease Premium;2025-09-07;2025-09-17
6302;19553;100019553;Cancel Benefit;2024-06-05;2024-06-07
6303;19553;100019553;Policy Ownership Assignment;2025-09-15;2025-09-27
6304;19569;100019569;Change Product;2025-01-28;2025-02-12
6305;19569;100019569;Policy Termination Payment;2025-03-03;2025-03-14
6306;19569;100019569;Decrease ULS Term;2025-11-07;2025-11-25
6307;19571;100019571;Increase ULS Term;2025-07-10;2025-07-10
6308;19571;100019571;Change Spouse Information;2024-09-11;2024-09-27
6309;19571;100019571;Premium Cessation;2025-02-23;2025-03-01
6310;19572;100019572;Policy Ownership Assignment;2024-05-18;2024-05-25
6311;19572;100019572;Decrease Benefit Sum Insured;2025-08-02;2025-08-12
6312;19572;100019572;Suspend Premium Collection;2025-12-22;2026-01-01
6313;19580;100019580;Change Payer;2024-09-27;2024-10-11
6314;19580;100019580;Change Personal Information;2025-11-27;2025-12-01
6315;19580;100019580;Resume Payments;2024-06-06;2024-06-19
6316;19582;100019582;Increase Premium Without Sum insured Amount;2024-03-07;2024-03-18
6317;19582;100019582;Change Nominated Child & Term;2025-07-05;2025-07-10
6318;19582;100019582;Increase ULS Term;2025-08-20;2025-08-26
6319;19600;100019600;Change Address;2024-07-31;2024-08-14
6320;19600;100019600;Edit Client Source;2024-12-27;2025-01-15
6321;19600;100019600;Increase Premium;2024-12-07;2024-12-16
6322;19617;100019617;Resume Payments;2024-03-22;2024-03-23
6323;19617;100019617;Reinstate ULS;2025-09-13;2025-09-25
6324;19617;100019617;Increase ULS Term;2025-01-24;2025-02-06
6325;19643;100019643;Change Index Fixed Value;2025-03-30;2025-04-17
6326;19643;100019643;Change Spouse Information;2025-11-05;2025-11-06
6327;19643;100019643;Premium Cessation;2025-10-10;2025-10-22
6328;19658;100019658;Resume Payments;2025-09-27;2025-10-05
6329;19658;100019658;Policy Termination Payment;2024-08-04;2024-08-21
6330;19658;100019658;Change Nominated Child without Term;2025-09-09;2025-09-26
6331;19662;100019662;Edit Client Source;2025-02-16;2025-02-21
6332;19662;100019662;Increase Premium Without Sum insured Amount;2025-10-01;2025-10-04
6333;19662;100019662;Reinstate ULS Benefits;2025-03-20;2025-03-23
6334;19685;100019685;Change Client Name;2024-11-10;2024-11-10
6335;19685;100019685;Change Frequency;2024-05-08;2024-05-10
6336;19685;100019685;Extend Term;2025-05-22;2025-05-31
6337;19686;100019686;Decrease Package;2025-12-18;2025-12-21
6338;19686;100019686;Reinstate ULS;2024-07-08;2024-07-26
6339;19686;100019686;Decrease ULS Term;2025-05-22;2025-06-10
6340;19691;100019691;Increase Premium Without Sum insured Amount;2025-04-20;2025-05-06
6341;19691;100019691;Decrease Package;2025-02-10;2025-02-15
6342;19691;100019691;Change Payer;2024-05-15;2024-05-19
6343;19697;100019697;Decline Indexation;2024-02-14;2024-02-28
6344;19697;100019697;Decrease Package;2024-04-09;2024-04-23
6345;19697;100019697;Remove Indexation;2024-07-28;2024-08-13
6346;19710;100019710;Increase Premium Without Sum insured Amount;2024-09-24;2024-10-01
6347;19710;100019710;Decrease Premium;2025-07-20;2025-07-24
6348;19710;100019710;Increase Benefit Sum Insured;2025-08-28;2025-09-08
6349;19719;100019719;Unsuspend Premium Collection;2025-12-14;2025-12-30
6350;19719;100019719;Cancel Benefit;2024-06-01;2024-06-09
6351;19719;100019719;Decrease Package;2025-10-30;2025-10-30
6352;19739;100019739;Change Payer;2025-07-14;2025-07-27
6353;19739;100019739;Change Beneficiaries;2024-08-22;2024-09-05
6354;19739;100019739;Decline Indexation;2024-10-19;2024-10-23
6355;19748;100019748;Decrease Premium;2024-12-30;2025-01-15
6356;19748;100019748;Change Spouse Information;2025-06-29;2025-07-16
6357;19748;100019748;Change Spouse Information;2024-06-09;2024-06-27
6358;19756;100019756;Change Payer;2025-03-18;2025-03-24
6359;19756;100019756;Policy Termination Payment;2025-01-12;2025-01-16
6360;19756;100019756;Change Nominated Child & Term;2024-10-24;2024-11-03
6361;19792;100019792;Change Address;2025-09-19;2025-09-24
6362;19792;100019792;Policy Termination Payment;2025-06-12;2025-06-28
6363;19792;100019792;Decrease Package;2024-05-02;2024-05-11
6364;19797;100019797;Suspend Premium Collection;2025-05-11;2025-05-15
6365;19797;100019797;Decrease Premium Without Sum insured Amount;2024-09-16;2024-10-01
6366;19797;100019797;Change Payment Method;2025-05-04;2025-05-17
6367;19803;100019803;Cancel Benefit;2024-09-02;2024-09-21
6368;19803;100019803;Increase ULS Term;2024-05-06;2024-05-25
6369;19803;100019803;Increase Package;2025-08-27;2025-09-05
6370;19826;100019826;Change Index Type;2025-07-31;2025-07-31
6371;19826;100019826;Decrease Benefit Sum Insured;2025-05-03;2025-05-22
6372;19826;100019826;Suspend Premium Collection;2025-07-12;2025-07-19
6373;19834;100019834;Policy Termination Payment;2024-11-12;2024-11-18
6374;19834;100019834;Decrease ULS Term;2025-07-15;2025-07-31
6375;19834;100019834;Change Address;2024-07-01;2024-07-13
6376;19837;100019837;Change Frequency;2025-06-03;2025-06-21
6377;19837;100019837;Change Index Fixed Value;2024-12-06;2024-12-09
6378;19837;100019837;Change Spouse Information;2024-02-19;2024-02-23
6379;19838;100019838;Change Personal Information;2025-06-17;2025-06-17
6380;19838;100019838;Change Bank Detail Information;2024-10-01;2024-10-15
6381;19838;100019838;Change Spouse Information;2024-03-20;2024-04-06
6382;19844;100019844;Edit Client Source;2024-03-28;2024-04-09
6383;19844;100019844;Policy Ownership Assignment;2024-11-03;2024-11-22
6384;19844;100019844;Increase Benefit Sum Insured;2025-09-30;2025-10-01
6385;19855;100019855;Change Nominated Child & Term;2024-02-20;2024-02-21
6386;19855;100019855;Change Payer;2025-04-11;2025-04-22
6387;19855;100019855;Increase ULS Term;2025-07-29;2025-08-09
6388;19863;100019863;Change Product;2025-04-09;2025-04-27
6389;19863;100019863;Decrease Package;2024-03-02;2024-03-11
6390;19863;100019863;Extend Term;2024-02-15;2024-02-28
6391;19877;100019877;Change Payment Method;2025-09-25;2025-09-29
6392;19877;100019877;Change Payer;2025-02-18;2025-02-28
6393;19877;100019877;Change Index Type;2025-05-29;2025-06-03
6394;19890;100019890;Change Index Fixed Value;2024-03-19;2024-03-19
6395;19890;100019890;Cancel Benefit;2024-12-07;2024-12-12
6396;19890;100019890;Increase ULS Term;2025-11-22;2025-11-27
6397;19900;100019900;Increase Premium Without Sum insured Amount;2024-08-23;2024-09-10
